year,exam_date,paper_variant,booklet_series,question_number,subject,sub_topic,question_type,option_count,statement_count,list_item_count,option_combination_pattern,is_all_or_none_correct,all_none_literal_phrasing,correct_option,key_status,difficulty_guess,ambiguous_subject,ambiguous_note,ca_recency_months,source_type_guess,question_text_en
70th-reexam,2025-01-04,re-exam,I,1,History,Ancient,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,,NCERT-level,Oldest civilization in the world (Mesopotamia)
70th-reexam,2025-01-04,re-exam,I,2,Science & Technology,Chemistry,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Condition for two liquids to form an ideal solution (enthalpy of mixing zero)
70th-reexam,2025-01-04,re-exam,I,3,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,specialized reference,"Number series 117, 98, 80, 64, ?, 42 (51)"
70th-reexam,2025-01-04,re-exam,I,4,Bihar-Specific,History & Culture,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,FALSE,,,specialized reference,First elected Chairman of Bihar Legislative Council under GoI Act 1935 (Rajiv Ranjan Sinha)
70th-reexam,2025-01-04,re-exam,I,5,Geography,Physical,simple_mcq,4,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,specialized reference,River pair cutting Tropic of Cancer twice over Chhota Nagpur (North Koel-Suwarnarekha)
70th-reexam,2025-01-04,re-exam,I,6,Economy,Macroeconomic concepts,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,NCERT-level,Sector that benefitted most from Globalization (Services)
70th-reexam,2025-01-04,re-exam,I,7,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,Antibodies produced against vaccine antigens (by only B cells)
70th-reexam,2025-01-04,re-exam,I,8,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,SC power to decide Centre-State disputes (Original jurisdiction)
70th-reexam,2025-01-04,re-exam,I,9,History,Modern,simple_mcq,4,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,specialized reference,Newspaper that called INC 'nucleus of future Parliament' (The Indian Mirror)
70th-reexam,2025-01-04,re-exam,I,10,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,Count triangles in the figure (12)
70th-reexam,2025-01-04,re-exam,I,11,Geography,Physical,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,specialized reference,State with the longest boundary with Madhya Pradesh (Uttar Pradesh)
70th-reexam,2025-01-04,re-exam,I,12,History,Modern,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,TRUE,Champaran is in Bihar,,NCERT-level,Who led the Champaran Satyagraha 1917 (Mahatma Gandhi)
70th-reexam,2025-01-04,re-exam,I,13,Geography,Physical,simple_mcq,4,,,,FALSE,FALSE,Deleted,provisional,easy,FALSE,,,NCERT-level,Tropic of Cancer passes through which State (Deleted)
70th-reexam,2025-01-04,re-exam,I,14,Current Affairs,Awards & Appointments,simple_mcq,4,,,,FALSE,FALSE,C,provisional,easy,FALSE,,11,current_affairs,Bharat Ratna 2024 recipient (M.S. Swaminathan)
70th-reexam,2025-01-04,re-exam,I,15,Science & Technology,Physics,simple_mcq,4,,,,TRUE,TRUE,D,provisional,medium,FALSE,,,NCERT-level,X-rays can be deflected by (None of the above)
70th-reexam,2025-01-04,re-exam,I,16,Environment & Ecology,Conservation & Policy,statement_based,4,4,,1 and 4 only,FALSE,FALSE,D,provisional,easy,FALSE,,,NCERT-level,"Renewable Energy means (solar, wind)"
70th-reexam,2025-01-04,re-exam,I,17,Bihar-Specific,Polity & Governance,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,Act converting Bihar to bicameral legislature (GoI Act 1919)
70th-reexam,2025-01-04,re-exam,I,18,Geography,World,simple_mcq,4,,,,FALSE,FALSE,D,provisional,hard,FALSE,,,specialized reference,Oldest mountain of South America (Pacaraima)
70th-reexam,2025-01-04,re-exam,I,19,Polity,Constitutional provisions,statement_based,4,4,,"1, 2 and 3",FALSE,FALSE,B,provisional,hard,FALSE,,,NCERT-level,Amendments needing ratification by >=half states
70th-reexam,2025-01-04,re-exam,I,20,History,Modern,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,State NOT annexed under Doctrine of Lapse (Jaipur)
70th-reexam,2025-01-04,re-exam,I,21,Bihar-Specific,Geography,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,specialized reference,Bihar district with maximum wheat production (Rohtas)
70th-reexam,2025-01-04,re-exam,I,22,Current Affairs,Sports,simple_mcq,4,,,,FALSE,FALSE,A,provisional,easy,TRUE,static GK,,specialized reference,Most popular field game in the world (Soccer)
70th-reexam,2025-01-04,re-exam,I,23,History,Modern,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,NCERT-level,Author of 'Poverty and Un-British Rule in India' 1901 (Dadabhai Naoroji)
70th-reexam,2025-01-04,re-exam,I,24,History,Modern,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,"Fort William College Calcutta established (1800, civil servants in Indian languages)"
70th-reexam,2025-01-04,re-exam,I,25,History,Ancient,simple_mcq,4,,,,FALSE,FALSE,D,provisional,easy,FALSE,,,NCERT-level,Script on Ashoka's Pillars (Brahmi)
70th-reexam,2025-01-04,re-exam,I,26,Science & Technology,Chemistry,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Catalyst in hydrogenation of vegetable oil (Ni)
70th-reexam,2025-01-04,re-exam,I,27,Geography,Economic,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,Grey revolution is related to (Fertilizers)
70th-reexam,2025-01-04,re-exam,I,28,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,,NCERT-level,Article dealing with proclamation of Emergency (352)
70th-reexam,2025-01-04,re-exam,I,29,Bihar-Specific,History & Culture,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,specialized reference,Sufi Silsilah founded in Bihar (Firdousia)
70th-reexam,2025-01-04,re-exam,I,30,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,,specialized reference,Which country is NOT a member of G7 (Russia)
70th-reexam,2025-01-04,re-exam,I,31,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Site of dark reaction in photosynthesis (Stroma)
70th-reexam,2025-01-04,re-exam,I,32,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,Direction-distance: Raj X to Y (30 metres)
70th-reexam,2025-01-04,re-exam,I,33,History,Ancient,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,specialized reference,Deogarh temple + Garhwa sculptures are remains of (Gupta art)
70th-reexam,2025-01-04,re-exam,I,34,Bihar-Specific,Geography,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,specialized reference,Bihar produces 71% of India's annual production of (Lychee)
70th-reexam,2025-01-04,re-exam,I,35,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,16,current_affairs,City where G20 Summit 2023 held in India (New Delhi)
70th-reexam,2025-01-04,re-exam,I,36,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,Why moon has no atmosphere (escape velocity < rms velocity)
70th-reexam,2025-01-04,re-exam,I,37,History,Ancient,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,,NCERT-level,Founder of the Maurya Empire (Chandragupta Maurya)
70th-reexam,2025-01-04,re-exam,I,38,History,Ancient,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,NCERT-level,NOT a famous Buddhist learning centre in Ancient India (Nagpur)
70th-reexam,2025-01-04,re-exam,I,39,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,23,current_affairs,Country that hosted 2023 World Economic Forum meeting (Switzerland)
70th-reexam,2025-01-04,re-exam,I,40,Science & Technology,Biology,simple_mcq,4,,,,TRUE,TRUE,D,provisional,medium,FALSE,,,NCERT-level,Which vitamins are water soluble (None of these)
70th-reexam,2025-01-04,re-exam,I,41,History,Modern,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,INC President after Bose resigned 1939 (provisional key: Abul Kalam Azad)
70th-reexam,2025-01-04,re-exam,I,42,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,Clock: hands together between 2 and 3 (10 10/11 past 2)
70th-reexam,2025-01-04,re-exam,I,43,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Amendment deciding max State Council of Ministers strength (91st)
70th-reexam,2025-01-04,re-exam,I,44,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Anopheles mosquito also a vector of (Encephalitis and Filariasis)
70th-reexam,2025-01-04,re-exam,I,45,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,33,current_affairs,Re-elected President of France 2022 (Emmanuel Macron)
70th-reexam,2025-01-04,re-exam,I,46,Economy,Five-year plans & policy,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Correct pair: First Five-Year Plan - Focus on Agriculture
70th-reexam,2025-01-04,re-exam,I,47,Geography,World,simple_mcq,4,,,,FALSE,FALSE,A,provisional,hard,FALSE,,,specialized reference,Mountain range along Mediterranean Coast of Asia Minor (Taurus)
70th-reexam,2025-01-04,re-exam,I,48,Current Affairs,Sports,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,current_affairs,Country to host 20th Asian Games 2026 (Japan)
70th-reexam,2025-01-04,re-exam,I,49,Current Affairs,Sports,simple_mcq,4,,,,FALSE,FALSE,D,provisional,easy,FALSE,,35,current_affairs,Country that hosted 2022 Winter Olympics (China)
70th-reexam,2025-01-04,re-exam,I,50,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,D,provisional,easy,FALSE,,,NCERT-level,Turmeric powder obtained from which part (Dried root)
70th-reexam,2025-01-04,re-exam,I,51,History,Modern,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,Viceroy who decentralized colonial economic structure (Mayo)
70th-reexam,2025-01-04,re-exam,I,52,Geography,World,simple_mcq,4,,,,FALSE,FALSE,C,provisional,easy,FALSE,,,NCERT-level,'Playground of Europe' (Switzerland)
70th-reexam,2025-01-04,re-exam,I,53,History,Modern,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Where did the revolt of Birsa Munda take place (Ranchi)
70th-reexam,2025-01-04,re-exam,I,54,Current Affairs,National,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,TRUE,could be Economy,,current_affairs,First Indian company to cross USD 200bn market cap 2023 (Reliance)
70th-reexam,2025-01-04,re-exam,I,55,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Reactance of a capacitor (inversely proportional to frequency)
70th-reexam,2025-01-04,re-exam,I,56,Economy,Five-year plans & policy,simple_mcq,4,,,,FALSE,FALSE,C,provisional,easy,FALSE,,,NCERT-level,Max land an individual farmer can hold (Land ceiling)
70th-reexam,2025-01-04,re-exam,I,57,History,Modern,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,The Vernacular Press Act allowed (More than one of the above)
70th-reexam,2025-01-04,re-exam,I,58,Bihar-Specific,Geography,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,FALSE,,,specialized reference,Average height of Kosi Plain from MSL (30 m)
70th-reexam,2025-01-04,re-exam,I,59,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,,NCERT-level,Chairperson of the GST Council (Union Finance Minister)
70th-reexam,2025-01-04,re-exam,I,60,Bihar-Specific,History & Culture,simple_mcq,4,,,,TRUE,TRUE,D,provisional,medium,FALSE,,,specialized reference,When was Bihar State formed (None of the above)
70th-reexam,2025-01-04,re-exam,I,61,Science & Technology,Chemistry,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,NCERT-level,Sour taste of vinegar due to (provisional key: Citric acid)
70th-reexam,2025-01-04,re-exam,I,62,History,Medieval,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,'Muqaddam/Chaudhuri' in Delhi Sultanate used for (Village headmen)
70th-reexam,2025-01-04,re-exam,I,63,Current Affairs,Awards & Appointments,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,15,current_affairs,Nobel Peace Prize 2023 winner (Narges Mohammadi)
70th-reexam,2025-01-04,re-exam,I,64,History,Medieval,simple_mcq,4,,,,FALSE,FALSE,D,provisional,hard,FALSE,,,specialized reference,'Tarikh-i-Firuz Shahi' written by (provisional key: Minhaj Siraj)
70th-reexam,2025-01-04,re-exam,I,65,Geography,World,simple_mcq,4,,,,FALSE,FALSE,C,provisional,easy,TRUE,odd-one-out — Reasoning element,,NCERT-level,Odd pair among deserts (Kalahari:America)
70th-reexam,2025-01-04,re-exam,I,66,Science & Technology,Chemistry,simple_mcq,4,,,,TRUE,TRUE,A,provisional,medium,FALSE,,,specialized reference,How is Hydrogen stored physically (None of the above)
70th-reexam,2025-01-04,re-exam,I,67,History,Modern,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,TRUE,Rajendra Prasad — Bihar figure,,specialized reference,Portfolio Rajendra Prasad held in interim govt 1946 (Food and agriculture)
70th-reexam,2025-01-04,re-exam,I,68,Geography,Economic,simple_mcq,4,,,,FALSE,FALSE,B,provisional,hard,TRUE,Barauni is in Bihar,,specialized reference,Oil refinery with maximum capacity in India (provisional key: Barauni)
